$0,$1,$2,$3,$4,$5,$6,$<0,$<1,$<2
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.04350797498
